 Lon(deg)   Lat(deg)   z(km)  DVp(%)  p(km/s) s(km/s)  VpVs   g/cm^3  P-ratio
  100.5000    4.2500  -70.00   2.551    8.25    4.84  1.7056   3.381    0.28
  100.5000    4.0000  -70.00   1.480    8.16    4.75  1.7168   3.350    0.28
  100.5000    3.7500  -70.00   1.969    8.20    4.79  1.7119   3.364    0.28
  100.5000    3.5000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.5000    3.2500  -70.00   1.774    8.19    4.78  1.7139   3.358    0.28
  100.5000    3.0000  -70.00  -0.410    8.01    4.62  1.7332   3.295    0.28
  100.5000    2.7500  -70.00  -2.255    7.86    4.51  1.7452   3.243    0.28
  100.5000    2.5000  -70.00   2.401    8.24    4.82  1.7073   3.377    0.28
  100.5000    2.2500  -70.00   1.932    8.20    4.79  1.7122   3.363    0.28
  100.5000    2.0000  -70.00  -2.218    7.87    4.51  1.7450   3.244    0.28
  100.5000    1.7500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.5000    1.5000  -70.00   0.160    8.06    4.66  1.7287   3.311    0.28
  100.5000    1.2500  -70.00  -0.508    8.00    4.62  1.7339   3.292    0.28
  100.5000    1.0000  -70.00   2.646    8.26    4.84  1.7045   3.384    0.28
  100.7500    4.5000  -70.00  -0.971    7.97    4.59  1.7373   3.279    0.28
  100.7500    4.2500  -70.00  -0.758    7.98    4.60  1.7358   3.285    0.28
  100.7500    4.0000  -70.00  -0.655    7.99    4.61  1.7350   3.288    0.28
  100.7500    3.7500  -70.00   1.146    8.14    4.73  1.7200   3.340    0.28
  100.7500    3.5000  -70.00   0.802    8.11    4.71  1.7232   3.330    0.28
  100.7500    3.2500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.7500    3.0000  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  100.7500    2.7500  -70.00  -0.061    8.04    4.65  1.7305   3.305    0.28
  100.7500    2.5000  -70.00   1.130    8.14    4.73  1.7201   3.340    0.28
  100.7500    2.2500  -70.00  -0.913    7.97    4.59  1.7369   3.281    0.28
  100.7500    2.0000  -70.00  -1.477    7.93    4.55  1.7406   3.265    0.28
  100.7500    1.7500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  100.7500    1.5000  -70.00   1.062    8.13    4.72  1.7208   3.338    0.28
  100.7500    1.2500  -70.00   0.740    8.10    4.70  1.7237   3.328    0.28
  100.7500    1.0000  -70.00   0.687    8.10    4.70  1.7242   3.327    0.28
  101.0000    4.5000  -70.00  -1.238    7.94    4.57  1.7391   3.271    0.28
  101.0000    4.2500  -70.00  -1.158    7.95    4.57  1.7385   3.274    0.28
  101.0000    4.0000  -70.00   0.697    8.10    4.70  1.7241   3.327    0.28
  101.0000    3.7500  -70.00   0.814    8.11    4.71  1.7231   3.330    0.28
  101.0000    3.5000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  101.0000    3.2500  -70.00  -0.033    8.04    4.65  1.7303   3.306    0.28
  101.0000    3.0000  -70.00  -2.291    7.86    4.50  1.7454   3.242    0.28
  101.0000    2.7500  -70.00   1.332    8.15    4.74  1.7182   3.345    0.28
  101.0000    2.5000  -70.00  -0.097    8.04    4.64  1.7308   3.304    0.28
  101.0000    2.2500  -70.00  -0.105    8.04    4.64  1.7308   3.304    0.28
  101.0000    2.0000  -70.00  -1.479    7.93    4.55  1.7406   3.265    0.28
  101.0000    1.7500  -70.00   0.095    8.05    4.66  1.7292   3.309    0.28
  101.0000    1.5000  -70.00   1.790    8.19    4.78  1.7137   3.359    0.28
  101.0000    1.2500  -70.00  -0.884    7.97    4.59  1.7366   3.281    0.28
  101.0000    1.0000  -70.00   2.046    8.21    4.80  1.7110   3.366    0.28
  101.2500    4.5000  -70.00  -1.661    7.91    4.54  1.7418   3.259    0.28
  101.2500    4.2500  -70.00  -1.306    7.94    4.56  1.7395   3.269    0.28
  101.2500    4.0000  -70.00  -1.136    7.95    4.57  1.7384   3.274    0.28
  101.2500    3.7500  -70.00   2.987    8.28    4.87  1.7006   3.394    0.28
  101.2500    3.5000  -70.00  -0.425    8.01    4.62  1.7333   3.295    0.28
  101.2500    3.2500  -70.00  -0.664    7.99    4.61  1.7351   3.288    0.28
  101.2500    3.0000  -70.00   1.842    8.19    4.78  1.7132   3.360    0.28
  101.2500    2.7500  -70.00   2.488    8.24    4.83  1.7063   3.380    0.28
  101.2500    2.5000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  101.2500    2.2500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  101.2500    2.0000  -70.00  -0.471    8.01    4.62  1.7337   3.293    0.28
  101.2500    1.7500  -70.00  -1.966    7.89    4.52  1.7436   3.251    0.28
  101.2500    1.5000  -70.00   0.355    8.07    4.67  1.7271   3.317    0.28
  101.2500    1.2500  -70.00   0.413    8.08    4.68  1.7266   3.319    0.28
  101.2500    1.0000  -70.00   0.419    8.08    4.68  1.7265   3.319    0.28
  101.5000    4.5000  -70.00  -1.214    7.95    4.57  1.7389   3.272    0.28
  101.5000    4.2500  -70.00  -0.882    7.97    4.59  1.7366   3.282    0.28
  101.5000    4.0000  -70.00   1.782    8.19    4.78  1.7138   3.359    0.28
  101.5000    3.7500  -70.00  -0.232    8.03    4.63  1.7318   3.300    0.28
  101.5000    3.5000  -70.00  -1.243    7.94    4.57  1.7391   3.271    0.28
  101.5000    3.2500  -70.00   1.810    8.19    4.78  1.7135   3.359    0.28
  101.5000    3.0000  -70.00   1.871    8.19    4.78  1.7129   3.361    0.28
  101.5000    2.7500  -70.00  -0.100    8.04    4.64  1.7308   3.304    0.28
  101.5000    2.5000  -70.00   1.657    8.18    4.77  1.7150   3.355    0.28
  101.5000    2.2500  -70.00  -1.382    7.93    4.56  1.7400   3.267    0.28
  101.5000    2.0000  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  101.5000    1.7500  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  101.5000    1.5000  -70.00  -1.099    7.96    4.58  1.7381   3.275    0.28
  101.5000    1.2500  -70.00   1.584    8.17    4.76  1.7158   3.353    0.28
  101.5000    1.0000  -70.00  -0.153    8.03    4.64  1.7312   3.302    0.28
  101.7500    4.7500  -70.00  -1.215    7.95    4.57  1.7389   3.272    0.28
  101.7500    4.5000  -70.00  -0.901    7.97    4.59  1.7368   3.281    0.28
  101.7500    4.2500  -70.00   1.720    8.18    4.77  1.7144   3.357    0.28
  101.7500    4.0000  -70.00   0.907    8.12    4.71  1.7222   3.333    0.28
  101.7500    3.7500  -70.00  -0.177    8.03    4.64  1.7314   3.302    0.28
  101.7500    3.5000  -70.00   1.577    8.17    4.76  1.7158   3.353    0.28
  101.7500    3.2500  -70.00   1.816    8.19    4.78  1.7134   3.360    0.28
  101.7500    3.0000  -70.00   2.286    8.23    4.82  1.7085   3.374    0.28
  101.7500    2.7500  -70.00  -0.505    8.00    4.62  1.7339   3.292    0.28
  101.7500    2.5000  -70.00  -1.391    7.93    4.56  1.7401   3.267    0.28
  101.7500    2.2500  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  101.7500    2.0000  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  101.7500    1.7500  -70.00  -0.965    7.97    4.59  1.7372   3.279    0.28
  101.7500    1.5000  -70.00   0.097    8.05    4.66  1.7292   3.310    0.28
  101.7500    1.2500  -70.00  -0.272    8.02    4.63  1.7321   3.299    0.28
  101.7500    1.0000  -70.00   2.636    8.26    4.84  1.7047   3.384    0.28
  102.0000    5.0000  -70.00   0.949    8.12    4.72  1.7218   3.334    0.28
  102.0000    4.7500  -70.00   0.083    8.05    4.66  1.7293   3.309    0.28
  102.0000    4.5000  -70.00   0.499    8.08    4.68  1.7258   3.321    0.28
  102.0000    4.2500  -70.00   1.162    8.14    4.73  1.7198   3.340    0.28
  102.0000    4.0000  -70.00   1.168    8.14    4.73  1.7198   3.341    0.28
  102.0000    3.7500  -70.00   2.102    8.21    4.80  1.7105   3.368    0.28
  102.0000    3.5000  -70.00   1.256    8.15    4.74  1.7190   3.343    0.28
  102.0000    3.2500  -70.00   0.688    8.10    4.70  1.7242   3.327    0.28
  102.0000    3.0000  -70.00   0.449    8.08    4.68  1.7263   3.320    0.28
  102.0000    2.7500  -70.00  -0.737    7.98    4.60  1.7356   3.286    0.28
  102.0000    2.5000  -70.00  -2.718    7.83    4.48  1.7476   3.230    0.28
  102.0000    2.2500  -70.00  -1.223    7.95    4.57  1.7390   3.272    0.28
  102.0000    2.0000  -70.00   0.168    8.06    4.66  1.7286   3.312    0.28
  102.0000    1.7500  -70.00   1.334    8.15    4.74  1.7182   3.345    0.28
  102.0000    1.5000  -70.00   2.437    8.24    4.83  1.7069   3.378    0.28
  102.0000    1.2500  -70.00  -3.000    7.80    4.46  1.7490   3.222    0.27
  102.0000    1.0000  -70.00  -0.897    7.97    4.59  1.7367   3.281    0.28
  102.2500    4.7500  -70.00  -0.340    8.02    4.63  1.7327   3.297    0.28
  102.2500    4.5000  -70.00   1.860    8.19    4.78  1.7130   3.361    0.28
  102.2500    4.2500  -70.00   1.924    8.20    4.79  1.7123   3.363    0.28
  102.2500    4.0000  -70.00   1.677    8.18    4.77  1.7148   3.356    0.28
  102.2500    3.7500  -70.00   0.915    8.12    4.71  1.7221   3.333    0.28
  102.2500    3.5000  -70.00  -0.256    8.02    4.63  1.7320   3.299    0.28
  102.2500    3.2500  -70.00  -0.898    7.97    4.59  1.7367   3.281    0.28
  102.2500    3.0000  -70.00  -0.504    8.00    4.62  1.7339   3.292    0.28
  102.2500    2.7500  -70.00   0.406    8.08    4.68  1.7266   3.318    0.28
  102.2500    2.5000  -70.00  -1.876    7.89    4.53  1.7431   3.253    0.28
  102.2500    2.2500  -70.00  -0.960    7.97    4.59  1.7372   3.279    0.28
  102.2500    2.0000  -70.00   0.554    8.09    4.69  1.7254   3.323    0.28
  102.2500    1.7500  -70.00   2.314    8.23    4.82  1.7082   3.374    0.28
  102.2500    1.5000  -70.00   1.014    8.13    4.72  1.7212   3.336    0.28
  102.2500    1.2500  -70.00   0.207    8.06    4.66  1.7283   3.313    0.28
  102.2500    1.0000  -70.00  -0.138    8.03    4.64  1.7311   3.303    0.28
  102.5000    4.7500  -70.00  -0.126    8.03    4.64  1.7310   3.303    0.28
  102.5000    4.5000  -70.00  -0.278    8.02    4.63  1.7322   3.299    0.28
  102.5000    4.2500  -70.00  -0.116    8.03    4.64  1.7309   3.303    0.28
  102.5000    4.0000  -70.00   0.536    8.09    4.69  1.7255   3.322    0.28
  102.5000    3.7500  -70.00   0.342    8.07    4.67  1.7272   3.317    0.28
  102.5000    3.5000  -70.00   0.126    8.05    4.66  1.7290   3.310    0.28
  102.5000    3.2500  -70.00  -0.115    8.03    4.64  1.7309   3.303    0.28
  102.5000    2.5000  -70.00  -1.093    7.96    4.58  1.7381   3.275    0.28
  102.5000    2.2500  -70.00  -1.082    7.96    4.58  1.7380   3.276    0.28
  102.5000    2.0000  -70.00   0.731    8.10    4.70  1.7238   3.328    0.28
  102.5000    1.7500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  102.5000    1.5000  -70.00   0.108    8.05    4.66  1.7291   3.310    0.28
  102.5000    1.2500  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  102.5000    1.0000  -70.00   0.311    8.07    4.67  1.7274   3.316    0.28
  102.7500    4.5000  -70.00   0.054    8.05    4.65  1.7296   3.308    0.28
  102.7500    4.2500  -70.00  -0.576    8.00    4.61  1.7344   3.290    0.28
  102.7500    4.0000  -70.00  -1.345    7.94    4.56  1.7398   3.268    0.28
  102.7500    3.7500  -70.00  -0.637    7.99    4.61  1.7349   3.288    0.28
  102.7500    3.5000  -70.00   0.992    8.12    4.72  1.7214   3.335    0.28
  102.7500    3.2500  -70.00   1.238    8.14    4.74  1.7191   3.343    0.28
  102.7500    3.0000  -70.00   0.454    8.08    4.68  1.7262   3.320    0.28
  102.7500    2.2500  -70.00  -0.273    8.02    4.63  1.7322   3.299    0.28
  102.7500    2.0000  -70.00  -0.022    8.04    4.65  1.7302   3.306    0.28
  102.7500    1.7500  -70.00   2.009    8.21    4.79  1.7114   3.365    0.28
  102.7500    1.5000  -70.00   0.828    8.11    4.71  1.7229   3.331    0.28
  102.7500    1.2500  -70.00   1.875    8.19    4.78  1.7128   3.361    0.28
  102.7500    1.0000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  103.0000    2.2500  -70.00   0.021    8.05    4.65  1.7298   3.307    0.28
  103.0000    2.0000  -70.00   0.156    8.06    4.66  1.7287   3.311    0.28
  103.0000    1.7500  -70.00   0.718    8.10    4.70  1.7239   3.327    0.28
  103.0000    1.5000  -70.00   0.306    8.07    4.67  1.7275   3.316    0.28
  103.0000    1.2500  -70.00   1.144    8.14    4.73  1.7200   3.340    0.28
  103.0000    1.0000  -70.00   3.000    8.29    4.87  1.7005   3.395    0.28
  103.2500    1.7500  -70.00   0.005    8.04    4.65  1.7299   3.307    0.28
  103.2500    1.5000  -70.00  -0.058    8.04    4.65  1.7305   3.305    0.28
  103.2500    1.2500  -70.00   0.504    8.08    4.68  1.7258   3.321    0.28
  103.2500    1.0000  -70.00   0.780    8.11    4.70  1.7234   3.329    0.28
  103.5000    1.0000  -70.00  -0.241    8.02    4.63  1.7319   3.300    0.28
>
