YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  REIN
2009/07/28 02:18:09.77  33.00  13767008 IPM     114158  494.12  241.43  0.44  2.00  2231
2009/07/28 02:18:09.77  33.00  13767008 KULM    114158  510.00  230.22  0.28  1.90  2232
2009/07/28 02:18:09.77  33.00  13767008 KTGM    117159  745.06  243.55  1.55  2.90  2233
2009/07/28 02:18:09.77  33.00  13767008 MYKOM   117159  751.47  274.72  1.55  2.70  2234
2009/08/01 16:16:12.19  32.00  15158972 FRIM    117160  551.25  218.68 -1.18  0.40  2235
2009/08/01 16:16:12.19  32.00  15158972 KGM     117160  608.99  241.08 -0.29  1.10  2236
2009/08/01 16:16:12.19  32.00  15158972 MYKOM   117160  650.52  245.53 -1.40 -0.10  2237
2009/08/01 16:16:12.19  32.00  15158972 KULM    117160  699.55  199.70  0.32  2.00  2238
2009/08/01 16:16:12.19  32.00  15158972 KTGM    117160  837.44  217.63 -2.53 -1.00  2239
2009/08/04 22:32:48.82  44.50  15159230 IPM     114857  581.78  246.90 -0.78 -0.30  2240
2009/08/04 22:32:48.82  44.50  15159230 IPM     117160  581.78  246.90 -0.69 -0.30  2241
2009/08/04 22:32:48.82  44.50  15159230 KULM    114857  586.83  237.15 -1.12 -0.60  2242
2009/08/04 22:32:48.82  44.50  15159230 KULM    117160  586.83  237.15 -0.69 -0.20  2243
2009/08/04 22:32:48.82  44.50  15159230 FRIM    117160  609.08  261.48 -1.17 -0.70  2244
2009/08/04 22:32:48.82  44.50  15159230 KTGM    117160  833.70  247.12 -1.21 -0.60  2245
2009/08/04 22:32:48.82  44.50  15159230 MYKOM   117160  853.17  274.69 -1.12 -0.50  2246
2009/08/16 10:21:45.72  30.00  15160201 FRIM    117160  582.60  204.92 -1.65 -0.10  2247
2009/08/16 10:21:45.72  30.00  15160201 MYKOM   117160  614.83  233.32  2.03  3.30  2248
2009/08/16 10:21:45.72  30.00  15160201 IPM     114881  690.08  195.01 -0.79  0.80  2249
2009/08/16 10:21:45.72  30.00  15160201 KULM    114881  768.94  190.26 -1.44  0.20  2250
2009/08/16 10:21:45.72  30.00  15160201 KTGM    117160  865.69  208.46  1.16  2.70  2251
2009/08/16 12:28:24.72  31.60  16104127 BKNI    117868  252.51  221.32  0.42  1.10  2252
2009/08/16 12:28:24.72  31.60  16104127 IPM     114882  672.07  194.21 -0.17  1.50  2253
2009/08/16 12:28:24.72  31.60  16104127 KULM    114882  751.79  189.43 -2.37 -0.70  2254
2009/08/18 16:19:50.28  26.00  13990764 KGM     117160  679.96  241.95 -0.20  0.80  2255
2009/08/18 16:19:50.28  26.00  13990764 IPM     114889  686.59  210.13  0.48  1.80  2256
2009/08/18 16:19:50.28  26.00  13990764 MYKOM   117160  722.01  245.92 -1.18 -0.20  2257
2009/08/18 16:19:50.28  26.00  13990764 KULM    114889  747.95  203.87 -0.61  0.70  2258
2009/08/18 16:19:50.28  26.00  13990764 KTGM    117160  899.18  220.02  0.16  1.40  2259
2009/08/18 16:26:49.76  27.30  15160337 KGM     117160  683.85  241.04 -0.95  0.10  2260
2009/08/18 16:26:49.76  27.30  15160337 IPM     114889  695.60  209.53 -0.14  1.20  2261
2009/08/18 16:26:49.76  27.30  15160337 MYKOM   117160  725.14  245.04 -0.90  0.10  2262
2009/08/18 16:26:49.76  27.30  15160337 KULM    114889  757.69  203.40 -2.13 -0.70  2263
2009/08/18 17:50:36.71  26.00  15160411 BKNI    117866  369.38  248.63 -0.60  0.20  2264
2009/08/18 17:50:36.71  26.00  15160411 KGM     117160  678.85  241.63 -0.24  0.80  2265
2009/08/18 17:50:36.71  26.00  15160411 IPM     114889  687.66  209.81 -0.25  1.10  2266
2009/08/18 17:50:36.71  26.00  15160411 MYKOM   117160  720.64  245.62 -0.21  0.70  2267
2009/08/18 17:50:36.71  26.00  15160411 KULM    117160  749.43  203.59 -0.37  1.00  2268
2009/08/18 17:50:36.71  26.00  15160411 KTGM    117160  899.57  219.77 -0.23  1.00  2269
2009/08/18 17:58:53.98  26.00  13990757 BKNI    117866  372.16  246.96  2.58  3.40  2270
2009/08/18 17:58:53.98  26.00  13990757 KGM     117160  682.85  240.75 -0.18  0.80  2271
2009/08/18 17:58:53.98  26.00  13990757 IPM     114889  696.53  209.25 -0.39  0.90  2272
2009/08/18 17:58:53.98  26.00  13990757 MYKOM   117160  723.90  244.78 -0.69  0.30  2273
2009/08/18 17:58:53.98  26.00  13990757 KULM    114889  758.98  203.15 -1.45 -0.10  2274
2009/08/18 17:58:53.98  26.00  13990757 KTGM    117160  907.14  219.25 -1.10  0.20  2275
2009/08/19 02:55:10.22  25.90  15160456 FRIM    117160  568.34  205.13  1.10  2.50  2276
2009/08/19 02:55:10.22  25.90  15160456 KGM     117160  572.82  228.62  1.10  2.30  2277
2009/08/19 02:55:10.22  25.90  15160456 MYKOM   117160  603.31  234.13  0.46  1.60  2278
2009/08/19 02:55:10.22  25.90  15160456 IPM     114891  675.67  194.97  0.94  2.30  2279
2009/08/19 02:55:10.22  25.90  15160456 KULM    114891  754.62  190.13 -0.59  0.80  2280
2009/08/19 02:55:10.22  25.90  15160456 KTGM    117160  851.58  208.66  0.67  2.00  2281
2009/08/20 08:48:57.97  53.00  15160657 FRIM    117161  487.60  213.79  0.74  1.40  2282
2009/08/20 08:48:57.97  53.00  15160657 KGM     117161  532.81  239.62  1.71  2.20  2283
2009/08/20 08:48:57.97  53.00  15160657 MYKOM   117161  573.40  244.78  1.52  2.00  2284
2009/08/20 08:48:57.97  53.00  15160657 IPM     114894  580.55  200.61  0.99  1.80  2285
2009/08/20 08:48:57.97  53.00  15160657 KULM    114894  654.02  194.40  0.19  1.20  2286
2009/08/20 08:48:57.97  53.00  15160657 KTGM    117161  773.96  214.47 -0.54  0.50  2287
2009/08/21 18:09:16.01  30.00  15160755 BKNI    117866  418.76  280.47 -0.75  0.40  2288
2009/08/21 18:09:16.01  30.00  15160755 FRIM    117161  536.93  242.50 -0.69  0.70  2289
2009/08/21 18:09:16.01  30.00  15160755 IPM     114896  562.59  226.67 -0.23  1.20  2290
2009/08/21 18:09:16.01  30.00  15160755 KGM     117161  674.31  260.40 -0.68  0.40  2291
2009/08/21 18:09:16.01  30.00  15160755 MYKOM   117161  729.22  263.11 -0.92  0.10  2292
2009/08/21 18:09:16.01  30.00  15160755 KTGM    117161  802.79  233.16 -0.87  0.40  2293
2009/08/21 18:40:08.00  27.00  13765389 FRIM    117161  533.29  241.83  0.83  2.00  2294
2009/08/21 18:40:08.00  27.00  13765389 IPM     117161  560.80  225.95  1.36  2.60  2295
2009/08/21 18:40:08.00  27.00  13765389 KGM     117161  668.92  259.99  0.73  1.70  2296
2009/08/21 18:40:08.00  27.00  13765389 MYKOM   117161  723.60  262.76  1.43  2.30  2297
2009/08/21 18:40:08.00  27.00  13765389 KTGM    117161  800.20  232.68  0.46  1.60  2298
2009/08/21 18:48:46.39  27.70  15160685 BKNI    117866  263.20  221.94  1.24  1.80  2299
2009/08/21 18:48:46.39  27.70  15160685 FRIM    117161  572.62  204.88 -1.58 -0.10  2300
2009/08/21 18:48:46.39  27.70  15160685 KGM     117161  575.75  228.22 -2.19 -0.90  2301
2009/08/21 18:48:46.39  27.70  15160685 MYKOM   117161  605.84  233.72 -3.09 -1.90  2302
2009/08/21 18:48:46.39  27.70  15160685 IPM     114896  680.32  194.83  1.08  2.50  2303
2009/08/21 18:48:46.39  27.70  15160685 KTGM    117161  855.69  208.47 -1.97 -0.50  2304
2009/08/23 07:20:17.11  35.20  15160876 BKNI    117865  453.00  269.16 -0.97 -1.00  2305
2009/08/23 07:20:17.11  35.20  15160876 FRIM    117161  614.08  237.42 -0.96 -1.00  2306
2009/08/23 07:20:17.11  35.20  15160876 IPM     114899  650.13  223.85  1.24 -0.20  2307
2009/08/23 07:20:17.11  35.20  15160876 KULM    114899  692.24  216.16 -2.03 -1.60  2308
2009/08/23 07:20:17.11  35.20  15160876 KGM     117161  732.51  254.56 -0.57 -1.10  2309
2009/08/23 07:20:17.11  35.20  15160876 MYKOM   117161  783.82  257.48  1.33 -0.40  2310
2009/08/23 07:20:17.11  35.20  15160876 KTGM    117161  886.34  230.48 -0.64 -0.90  2311
2009/08/27 08:55:13.88  35.00  13991484 FRIM    117161  181.78  251.93 -3.35 -2.50  2312
2009/08/27 08:55:13.88  35.00  13991484 IPM     117161  221.54  208.62 -0.91 -0.10  2313
2009/08/27 08:55:13.88  35.00  13991484 BKNI    117865  288.38  338.00  1.15  1.90  2314
2009/08/27 08:55:13.88  35.00  13991484 KULM    117161  291.76  192.76 -1.74 -0.90  2315
2009/08/27 10:47:53.75  43.00  15161301 BKNI    117865  284.77  269.83  0.76  0.90  2316
2009/08/27 10:47:53.75  43.00  15161301 FRIM    117161  477.01  227.11 -0.34  0.10  2317
2009/08/27 10:47:53.75  43.00  15161301 IPM     114907  542.26  211.41 -1.14 -0.50  2318
2009/08/27 10:47:53.75  43.00  15161301 KULM    114907  603.03  203.53  0.16  0.90  2319
2009/08/27 10:47:53.75  43.00  15161301 MYKOM   117161  619.15  254.64  0.99  1.40  2320
2009/08/27 10:47:53.75  43.00  15161301 KTGM    117161  759.85  222.78  0.23  1.00  2321
2009/08/29 04:13:42.93  26.00  15161417 BKNI    117864  370.71  247.76 -0.18  0.60  2322
2009/08/29 04:13:42.93  26.00  15161417 KGM     117161  680.83  241.17 -0.72  0.30  2323
2009/08/29 04:13:42.93  26.00  15161417 IPM     114911  692.19  209.51  0.07  1.40  2324
2009/08/29 04:13:42.93  26.00  15161417 MYKOM   117161  722.24  245.18 -0.44  0.50  2325
2009/08/29 04:13:42.93  26.00  15161417 KULM    114911  754.32  203.36 -1.51 -0.20  2326
2009/08/29 04:13:42.93  26.00  15161417 KTGM    117161  903.42  219.50 -0.90  0.30  2327
2009/09/02 01:21:02.39  30.00  13991888 BKNI    117877  273.99  224.22 -1.06 -0.30  2328
2009/09/02 01:21:02.39  30.00  13991888 IPM     116021  684.92  196.04  1.56  3.10  2329
2009/09/02 01:21:02.39  30.00  13991888 KULM    116021  762.77  191.15  0.04  1.70  2330
2009/09/05 08:19:35.30  25.00  13992186 IPM     116028  562.19  230.31 -0.02  1.10  2331
2009/09/05 08:19:35.30  25.00  13992186 KULM    116028  595.21  221.01 -0.61  0.60  2332
2009/09/05 08:19:35.30  25.00  13992186 KGM     117161  693.60  262.92  0.06  0.90  2333
2009/09/05 08:19:35.30  25.00  13992186 KTGM    117161  806.10  235.69  0.34  1.30  2334
2009/09/16 14:07:24.09  76.00  13992838 KGM     117162  408.71  238.97 -2.23 -1.80  2335
2009/09/16 14:07:24.09  76.00  13992838 MYKOM   117162  449.40  245.60 -2.59 -2.10  2336
2009/09/16 14:07:24.09  76.00  13992838 IPM     117162  493.81  191.11 -3.37 -2.50  2337
2009/09/16 14:07:24.09  76.00  13992838 KTGM    117162  666.00  209.59 -3.41 -2.40  2338
2009/09/18 07:52:22.12  27.00  15161997 FRIM    117162  516.33  240.01  2.16  3.40  2339
2009/09/18 07:52:22.12  27.00  15161997 IPM     116049  549.13  223.82  1.36  2.70  2340
2009/09/18 07:52:22.12  27.00  15161997 KULM    116049  592.37  214.82  0.26  1.60  2341
2009/09/18 07:52:22.12  27.00  15161997 KGM     117162  647.50  259.09  2.37  3.30  2342
2009/09/18 07:52:22.12  27.00  15161997 KTGM    117162  786.05  231.31  1.39  2.50  2343
2009/09/18 19:02:16.00  10.00  15854504 FRIM    117162  349.88  210.63 -2.41 -2.20  2344
2009/09/18 19:02:16.00  10.00  15854504 KGM     117162  402.23  245.72  0.41  0.70  2345
2009/09/18 19:02:16.00  10.00  15854504 MYKOM   117162  448.24  251.75  0.44  0.90  2346
2009/09/18 19:02:16.00  10.00  15854504 IPM     117162  453.14  194.25 -0.08  0.70  2347
2009/09/18 19:02:16.00  10.00  15854504 KULM    117162  533.89  187.52 -1.50 -0.50  2348
2009/09/18 19:02:16.00  10.00  15854504 KTGM    117162  635.73  212.88 -2.13 -1.40  2349
2009/09/19 02:04:06.69  35.00  13993016 BKNI    117873  113.52  281.57 -2.62 -1.20  2350
2009/09/19 02:04:06.69  35.00  13993016 FRIM    117162  348.69  210.33 -0.33  0.40  2351
2009/09/19 02:04:06.69  35.00  13993016 IPM     117162  452.51  193.99  1.19  2.00  2352
2009/09/19 02:04:06.69  35.00  13993016 KULM    117162  533.51  187.29 -1.47 -0.50  2353
2009/09/19 02:04:06.69  35.00  13993016 KTGM    117162  634.47  212.73 -1.00 -0.10  2354
2009/09/19 02:05:53.24  35.00  13796415 BKNI    117873  104.60  281.75 -2.60 -1.10  2355
2009/09/19 02:05:53.24  35.00  13796415 IPM     116051  451.88  192.87 -1.99 -1.10  2356
2009/09/19 02:05:53.24  35.00  13796415 KULM    116051  533.91  186.33 -2.26 -1.30  2357
2009/09/19 10:50:41.78  14.70  15162007 BKNI    117873  123.05  278.14 -0.82 -1.40  2358
2009/09/19 10:50:41.78  14.70  15162007 FRIM    117162  358.72  211.36 -0.89 -0.50  2359
2009/09/19 10:50:41.78  14.70  15162007 KGM     117162  412.07  245.54 -0.37  0.10  2360
2009/09/19 10:50:41.78  14.70  15162007 IPM     117162  460.35  195.11  0.58  1.50  2361
2009/09/19 10:50:41.78  14.70  15162007 MYKOM   117162  457.90  251.46 -0.24  0.40  2362
2009/09/19 10:50:41.78  14.70  15162007 KULM    116052  540.24  188.33 -2.27 -1.20  2363
2009/09/19 10:50:41.78  14.70  15162007 KTGM    117162  644.73  213.26 -1.15 -0.30  2364
2009/09/19 11:13:48.34  35.00  13992997 BKNI    117873  106.69  282.66 -3.32 -1.80  2365
2009/09/19 11:13:48.34  35.00  13992997 FRIM    117162  344.62  209.36 -1.60 -0.80  2366
2009/09/19 11:13:48.34  35.00  13992997 MYKOM   117162  439.22  251.47 -0.82 -0.30  2367
2009/09/19 11:13:48.34  35.00  13992997 IPM     117162  450.25  193.13 -0.22  0.60  2368
2009/09/19 11:13:48.34  35.00  13992997 KULM    117162  532.04  186.54 -2.60 -1.70  2369
2009/09/19 11:13:48.34  35.00  13992997 KTGM    117162  630.13  212.22 -0.99 -0.10  2370
2009/09/19 14:28:14.88  28.00  15162009 BKNI    117873  467.86  284.19 -1.96 -0.70  2371
2009/09/19 14:28:14.88  28.00  15162009 FRIM    117162  558.66  247.98 -0.73  0.40  2372
2009/09/19 14:28:14.88  28.00  15162009 IPM     116052  569.24  232.37 -1.20  0.10  2373
2009/09/19 14:28:14.88  28.00  15162009 KULM    116052  598.85  223.05 -1.39 -0.10  2374
2009/09/19 14:28:14.88  28.00  15162009 KGM     117162  710.46  264.02 -0.46  0.50  2375
2009/09/19 14:28:14.88  28.00  15162009 MYKOM   117162  767.27  266.34  0.08  1.00  2376
2009/09/19 14:28:14.88  28.00  15162009 KTGM    117162  814.92  237.08 -1.17 -0.10  2377
2009/09/22 02:37:22.54  75.30  13993191 FRIM    117162  416.38  234.12  1.68  2.20  2378
2009/09/22 02:37:22.54  75.30  13993191 IPM     117162  468.19  215.29  2.06  2.80  2379
2009/09/22 02:37:22.54  75.30  13993191 KULM    117162  524.67  205.83  1.34  2.20  2380
2009/09/22 02:37:22.54  75.30  13993191 KGM     117162  536.95  258.34  1.07  1.60  2381
2009/09/22 02:37:22.54  75.30  13993191 MYKOM   117162  590.88  261.88 -0.01  0.60  2382
2009/09/22 02:37:22.54  75.30  13993191 KTGM    117162  693.96  226.56  1.63  2.60  2383
2009/09/23 20:30:00.73  28.00  16105669 FRIM    117162  566.44  247.34 -1.32 -0.20  2384
2009/09/23 20:30:00.73  28.00  16105669 IPM     117873  578.42  231.97 -1.64 -0.40  2385
2009/09/23 20:30:00.73  28.00  16105669 KULM    117162  608.56  222.81 -1.80 -0.50  2386
2009/09/23 20:30:00.73  28.00  16105669 KGM     117162  716.18  263.36 -0.59  0.40  2387
2009/09/23 20:30:00.73  28.00  16105669 MYKOM   117162  772.65  265.71 -0.39  0.50  2388
2009/09/23 20:30:00.73  28.00  16105669 KTGM    117162  823.73  236.74 -1.63 -0.50  2389
2009/09/24 10:26:04.56  35.00  13993311 KGM     117162  549.70  255.64 -1.26 -0.70  2390
2009/09/24 10:26:04.56  35.00  13993311 MYKOM   117162  601.98  259.34 -3.27 -2.70  2391
2009/09/24 10:26:04.56  35.00  13993311 KTGM    117162  718.15  225.31  0.00  0.90  2392
2009/09/25 21:33:29.64  65.00  13993315 BKNI    117872  287.22  285.81  0.65  0.90  2393
2009/09/25 21:33:29.64  65.00  13993315 FRIM    117162  420.24  234.23  1.08  1.50  2394
2009/09/25 21:33:29.64  65.00  13993315 IPM     117162  471.58  215.54  2.47  3.10  2395
2009/09/25 21:33:29.64  65.00  13993315 KULM    117162  527.67  206.11  1.65  2.40  2396
2009/09/25 21:33:29.64  65.00  13993315 KGM     117162  540.83  258.26  1.39  1.90  2397
2009/09/25 21:33:29.64  65.00  13993315 MYKOM   117162  594.70  261.78  0.50  1.00  2398
2009/09/25 21:33:29.64  65.00  13993315 KTGM    117162  697.68  226.67  1.65  2.50  2399
2009/09/27 07:26:01.74  28.00  15162113 BKNI    117872  478.60  292.79  0.73  2.00  2400
2009/09/27 07:26:01.74  28.00  15162113 IPM     116065  518.50  237.73  0.61  1.90  2401
2009/09/27 07:26:01.74  28.00  15162113 FRIM    117162  524.22  254.65 -0.90  0.30  2402
2009/09/27 07:26:01.74  28.00  15162113 KULM    116065  540.12  227.21  0.24  1.60  2403
2009/09/27 07:26:01.74  28.00  15162113 KGM     117162  694.23  269.72  1.82  2.80  2404
2009/09/27 07:26:01.74  28.00  15162113 MYKOM   117162  753.63  271.63  2.32  3.30  2405
2009/09/27 07:26:01.74  28.00  15162113 KTGM    117162  767.87  240.99  1.93  3.00  2406
2009/09/27 11:31:19.70  53.00  15162116 BKNI    117872  258.94  249.24  1.85  2.00  2407
2009/09/27 11:31:19.70  53.00  15162116 FRIM    117162  516.63  216.45 -1.30 -0.70  2408
2009/09/27 11:31:19.70  53.00  15162116 KGM     117162  568.97  240.55 -1.19 -0.70  2409
2009/09/27 11:31:19.70  53.00  15162116 IPM     116065  603.54  203.44 -0.69  0.20  2410
2009/09/27 11:31:19.70  53.00  15162116 MYKOM   117162  610.20  245.33 -2.74 -2.20  2411
2009/09/27 11:31:19.70  53.00  15162116 KULM    116065  673.67  197.12 -1.50 -0.50  2412
2009/09/27 11:31:19.70  53.00  15162116 KTGM    117162  803.06  216.15 -1.66 -0.60  2413
2009/09/28 04:48:30.10  15.00  15854578 BKNI    117872  124.12  284.72 -2.35 -2.90  2414
2009/09/28 04:48:30.10  15.00  15854578 IPM     117872  446.25  195.36 -0.78  0.10  2415
2009/09/28 04:48:30.10  15.00  15854578 KULM    117872  526.00  188.36 -1.83 -0.70  2416
2009/09/28 04:48:30.10  15.00  15854578 KTGM    117162  631.97  213.83  0.03  0.90  2417
2009/09/30 10:16:10.52  91.00  13801688 BKNI    117871  164.80  226.24  2.66  2.80  2418
2009/09/30 10:16:10.52  91.00  13801688 KGM     117162  479.39  230.97  2.70  3.40  2419
2009/09/30 10:16:10.52  91.00  13801688 IPM     116077  587.65  191.51  1.82  2.90  2420
2009/09/30 10:16:10.52  91.00  13801688 KULM    116077  670.22  186.47  0.32  1.60  2421
2009/09/30 10:16:10.52  91.00  13801688 KTGM    117162  756.74  207.64  1.36  2.70  2422
2009/09/30 10:38:51.80  89.30  13801691 BKNI    117871  160.62  221.85  1.94  2.10  2423
2009/09/30 10:38:51.80  89.30  13801691 KGM     117162  473.89  229.54  2.01  2.70  2424
2009/09/30 10:38:51.80  89.30  13801691 FRIM    117162  475.58  201.22  1.36  2.20  2425
2009/09/30 10:38:51.80  89.30  13801691 MYKOM   117162  505.81  236.06  2.30  2.90  2426
2009/09/30 10:38:51.80  89.30  13801691 IPM     116078  590.97  190.28  2.11  3.20  2427
2009/09/30 10:38:51.80  89.30  13801691 KULM    116078  674.62  185.42  0.56  1.80  2428
2009/09/30 10:38:51.80  89.30  13801691 KTGM    117162  756.36  206.65  1.51  2.80  2429
2009/09/30 15:18:57.97  50.00  13993897 FRIM    117162  506.38  205.51  2.10  2.80  2430
2009/09/30 15:18:57.97  50.00  13993897 KGM     117162  518.11  231.69  1.19  1.70  2431
2009/09/30 15:18:57.97  50.00  13993897 MYKOM   117162  551.77  237.55  1.16  1.70  2432
2009/09/30 15:18:57.97  50.00  13993897 KULM    117870  693.98  189.09  2.34  3.40  2433
2009/09/30 21:26:23.00  92.00  13993837 FRIM    117162  509.91  202.37 -0.95 -0.10  2434
2009/09/30 21:26:23.00  92.00  13993837 KGM     117162  508.93  228.73 -1.26 -0.50  2435
2009/09/30 21:26:23.00  92.00  13993837 MYKOM   117162  539.87  234.88 -1.06 -0.30  2436
2009/09/30 21:26:23.00  92.00  13993837 IPM     117162  622.85  191.80  0.36  1.50  2437
2009/09/30 21:26:23.00  92.00  13993837 KULM    117162  705.03  186.97 -1.16  0.20  2438
2009/09/30 21:26:23.00  92.00  13993837 KTGM    117162  791.44  207.15 -1.73 -0.30  2439
2009/09/30 21:28:00.33  77.80  13825539 FRIM    117162  506.18  205.29 -0.00  0.80  2440
2009/09/30 21:28:00.33  77.80  13825539 MYKOM   117162  550.54  237.38  1.02  1.70  2441
2009/09/30 21:28:00.33  77.80  13825539 IPM     116080  614.30  194.08  0.39  1.50  2442
2009/09/30 21:28:00.33  77.80  13825539 IPM     117162  614.30  194.08  0.73  1.80  2443
2009/09/30 21:28:00.33  77.80  13825539 KULM    116080  694.36  188.92 -0.97  0.30  2444
2009/09/30 21:28:00.33  77.80  13825539 KULM    117162  694.36  188.92  0.09  1.30  2445
2009/10/01 14:39:07.06  81.90  14091854 FRIM    117162  477.25  201.89  1.33  2.10  2446
2009/10/01 14:39:07.06  81.90  14091854 KGM     117162  478.00  230.03  1.83  2.50  2447
2009/10/01 14:39:07.06  81.90  14091854 MYKOM   117162  510.35  236.46  1.03  1.70  2448
2009/10/01 14:39:07.06  81.90  14091854 IPM     117162  591.55  190.84  2.24  3.30  2449
2009/10/01 14:39:07.06  81.90  14091854 KULM    117162  674.71  185.91  1.11  2.30  2450
2009/10/01 14:39:07.06  81.90  14091854 KTGM    117162  758.54  207.05  1.25  2.50  2451
2009/10/02 15:08:47.07  80.00  14092053 BKNI    117885  174.65  210.74  1.15  1.40  2452
2009/10/02 15:08:47.07  80.00  14092053 KGM     117162  481.30  225.40  1.47  2.10  2453
2009/10/02 15:08:47.07  80.00  14092053 FRIM    117162  498.28  198.03  1.58  2.40  2454
