YYYY/MM/DD HR:MI:SS.00  Z(km)  EVENT-ID STN   ARRIV-ID  XD(km)   BAZI   RCAL  REIN
2016/ 6/ 4 03:18:40.2   24.70  20000000 KULM  20000001  780.97  184.67 -1.33 -0.00  5274
2016/ 6/ 1 22:56: 3.6   22.70  20000000 BTDF  20000001  504.56  223.02 -0.64  0.25  5275
2016/ 6/ 1 22:56: 3.6   22.70  20000000 MYKOM 20000001  545.94  220.26 -0.60  0.22  5276
2016/ 6/ 1 22:56: 3.6   22.70  20000000 IPM   20000001  716.86  183.09 -0.08  0.74  5277
2016/ 6/ 1 22:56: 3.6   22.70  20000000 KULM  20000001  805.95  179.78 -1.35  0.03  5278
2016/ 5/17 07:38:13.2    0.90  20000000 IPM   20000001  518.96  235.45 -0.05  0.11  5279
2016/ 5/17 07:38:13.2    0.90  20000000 KULM  20000001  544.32  225.08 -0.30 -0.13  5280
2016/ 5/17 07:38:13.2    0.90  20000000 NTU   20000001  726.07  274.17  0.45  0.02  5281
2016/ 5/17 07:38:13.2    0.90  20000000 BTDF  20000001  735.74  274.05  0.25 -0.18  5282
2016/ 5/17 07:38:13.2    0.90  20000000 MYKOM 20000001  742.32  270.31  0.45  0.09  5283
2016/ 5/17 07:38:13.2    0.90  20000000 BESC  20000001  744.59  274.16  0.17 -0.21  5284
2016/ 5/17 07:38:13.2    0.90  20000000 KAPK  20000001  749.09  274.52  0.62  0.26  5285
2016/ 5/14 22:49:20.0   16.40  20000000 IPM   20000001  478.07  212.07 -0.51  0.25  5286
2016/ 5/14 22:49:20.0   16.40  20000000 KULM  20000001  538.67  203.18 -0.94 -0.18  5287
2016/ 5/14 22:49:20.0   16.40  20000000 NTU   20000001  553.09  264.01 -0.69 -0.35  5288
2016/ 5/14 22:49:20.0   16.40  20000000 BTDF  20000001  562.87  264.03  0.11  0.42  5289
2016/ 5/14 22:49:20.0   16.40  20000000 BESC  20000001  571.34  264.32  0.08  0.37  5290
2016/ 5/14 22:49:20.0   16.40  20000000 KAPK  20000001  574.97  264.87 -0.35 -0.08  5291
2016/ 5/14 22:49:20.0   16.40  20000000 MYKOM 20000001  578.16  259.40 -0.75 -0.43  5292
2016/ 4/ 2 18:16:44.5   89.70  20000000 IPM   20000001  354.69  216.83 -0.97 -0.35  5293
2016/ 4/ 2 18:16:44.5   89.70  20000000 KULM  20000001  411.13  204.55 -0.71  0.28  5294
2016/ 4/ 2 18:16:44.5   89.70  20000000 NTU   20000001  512.74  277.09 -1.41 -0.11  5295
2016/ 4/ 2 18:16:44.5   89.70  20000000 BTDF  20000001  522.32  276.86 -0.85  0.50  5296
2016/ 4/ 2 18:16:44.5   89.70  20000000 MYKOM 20000001  527.24  271.59 -0.88  0.53  5297
2016/ 4/ 2 18:16:44.5   89.70  20000000 KAPK  20000001  535.96  277.45 -2.27 -0.83  5298
2016/ 3/31 19:38:43.7   35.30  20000000 KULM  20000001  572.85  241.89  0.63  0.37  5299
2016/ 3/31 19:38:43.7   35.30  20000000 IPM   20000001  576.23  251.81  1.31  0.58  5300
2016/ 3/31 19:38:43.7   35.30  20000000 BTDF  20000001  870.34  280.99 -1.62  0.41  5301
2016/ 3/31 19:38:43.7   35.30  20000000 BESC  20000001  879.29  281.01 -0.60  0.37  5302
2016/ 3/31 19:38:42.4   11.90  20000000 KULM  20000001  562.19  245.60  0.57  0.80  5303
2016/ 3/31 19:38:42.4   11.90  20000000 IPM   20000001  572.12  255.60  0.24  0.38  5304
2016/ 3/31 19:38:42.4   11.90  20000000 MYKOM 20000001  883.34  280.14 -1.10 -0.33  5305
2016/ 3/31 19:38:42.4   11.90  20000000 BTDF  20000001  884.91  283.29 -1.30 -0.55  5306
2016/ 3/21 21:29:31.4   85.30  20000000 IPM   20000001  377.78  244.93 -0.26  0.05  5307
2016/ 3/21 21:29:31.4   85.30  20000000 KULM  20000001  390.77  230.21 -0.54 -0.09  5308
2016/ 3/21 21:29:31.4   85.30  20000000 NTU   20000001  665.58  286.29 -2.17 -0.19  5309
2016/ 3/21 21:29:31.4   85.30  20000000 MYKOM 20000001  671.34  281.86 -1.89  0.15  5310
2016/ 3/21 21:29:31.4   85.30  20000000 KAPK  20000001  689.03  286.26 -2.08  0.05  5311
2016/ 1/24 16:13:46.1   21.20  20000000 IPM   20000001  578.72  239.83 -0.07  0.44  5312
2016/ 1/24 16:13:46.1   21.20  20000000 KULM  20000001  595.88  230.26 -1.00 -0.45  5313
2016/ 1/24 16:13:46.1   21.20  20000000 NTU   20000001  799.17  274.03 -0.61 -0.01  5314
2016/ 1/24 16:13:46.1   21.20  20000000 BTDF  20000001  808.83  273.92 -0.81 -0.15  5315
2016/ 1/24 16:13:46.1   21.20  20000000 BESC  20000001  817.68  274.02 -0.89 -0.19  5316
2016/ 1/24 16:13:46.1   21.20  20000000 KAPK  20000001  822.17  274.35 -0.44  0.29  5317
2016/ 1/19 02:02: 3.5    0.00  20000000 IPM   20000001  551.77  241.54  0.43  0.41  5318
2016/ 1/19 02:02: 3.5    0.00  20000000 KULM  20000001  566.45  231.45  0.11  0.13  5319
2016/ 1/19 02:02: 3.5    0.00  20000000 BTDF  20000001  796.08  276.00 -0.54 -0.71  5320
2016/ 1/19 02:02: 3.5    0.00  20000000 MYKOM 20000001  800.89  272.52  0.22  0.11  5321
2016/ 1/19 02:01:59.9    0.00  20000000 IPM   20000001  581.92  241.49  0.40  0.29  5322
2016/ 1/19 02:01:59.9    0.00  20000000 KULM  20000001  596.22  231.91 -0.14 -0.20  5323
2016/ 1/19 02:01:59.9    0.00  20000000 BTDF  20000001  820.92  274.78 -0.47 -0.51  5324
2016/ 1/19 02:01:59.9    0.00  20000000 MYKOM 20000001  826.70  271.42  0.67  0.70  5325
2016/ 1/16 18:54:37.8   22.50  20000000 NTU   20000001  475.15  250.96 -0.50  0.20  5326
2016/ 1/16 18:54:37.8   22.50  20000000 BTDF  20000001  484.64  251.25 -0.71  0.01  5327
2016/ 1/16 18:54:37.8   22.50  20000000 BESC  20000001  492.26  251.81 -0.63  0.07  5328
2016/ 1/16 18:54:37.8   22.50  20000000 KAPK  20000001  494.63  252.51 -0.91 -0.23  5329
2016/ 1/16 18:54:37.8   22.50  20000000 MYKOM 20000001  509.83  246.47 -0.76 -0.07  5330
2016/ 1/16 18:54:37.8   22.50  20000000 IPM   20000001  525.32  196.96 -0.68  0.29  5331
2016/ 1/16 18:54:37.8   22.50  20000000 KULM  20000001  602.98  190.65 -1.14 -0.28  5332
2016/ 1/16 18:54:33.6    0.00  20000000 NTU   20000001  505.25  247.96 -0.29 -0.19  5333
2016/ 1/16 18:54:33.6    0.00  20000000 BTDF  20000001  514.59  248.28 -0.29 -0.21  5334
2016/ 1/16 18:54:33.6    0.00  20000000 MYKOM 20000001  541.75  243.92  0.03  0.08  5335
2016/ 1/16 18:54:33.6    0.00  20000000 IPM   20000001  564.14  197.78  0.07  0.38  5336
2016/ 1/16 18:54:33.6    0.00  20000000 KULM  20000001  640.73  191.75 -1.11 -0.90  5337
2016/ 1/ 8 03:08:49.7   50.00  20000000 KULM  20000001  492.75  265.56  0.49  0.43  5338
2016/ 1/ 8 03:08:49.7   50.00  20000000 IPM   20000001  536.00  275.54 -0.33 -0.40  5339
2016/ 1/ 8 03:08:49.7   50.00  20000000 MYKOM 20000001  918.07  292.33 -2.64 -0.51  5340
2016/ 1/ 8 03:08:49.7   50.00  20000000 NTU   20000001  921.42  295.57 -2.09  0.08  5341
2016/ 1/ 8 03:08:49.7   50.00  20000000 BESC  20000001  938.61  295.14 -2.21  0.06  5342
2016/ 1/ 8 03:08:49.7   50.00  20000000 KAPK  20000001  944.51  295.31 -1.93  0.37  5343
2015/12/23 08:24:26.0   46.50  20000000 IPM   20000001  501.22  245.87 -0.02 -0.02  5344
2015/12/23 08:24:26.0   46.50  20000000 KULM  20000001  509.43  234.62 -0.04  0.02  5345
2015/12/23 08:24:26.0   46.50  20000000 NTU   20000001  767.56  280.65 -1.24 -0.36  5346
2015/12/23 08:24:26.0   46.50  20000000 MYKOM 20000001  778.05  276.88 -0.97 -0.01  5347
2015/12/23 08:24:26.0   46.50  20000000 BESC  20000001  785.94  280.49 -0.49  0.48  5348
2015/12/23 08:24:26.0   46.50  20000000 KAPK  20000001  790.94  280.79 -1.14 -0.11  5349
2015/12/20 01:08:31.3    0.00  20000000 NTU   20000001  474.85  228.10  0.16  0.22  5350
2015/12/20 01:08:31.3    0.00  20000000 BTDF  20000001  482.68  228.81  0.16  0.23  5351
2015/12/20 01:08:31.3    0.00  20000000 MYKOM 20000001  521.44  225.47 -0.70 -0.54  5352
2015/12/20 01:08:31.3    0.00  20000000 IPM   20000001  667.28  184.95 -0.54 -0.40  5353
2015/12/20 01:08:31.3    0.00  20000000 KULM  20000001  755.08  181.20 -0.31 -0.13  5354
2015/12/ 7 16:35:16.4   26.70  20000000 KULM  20000001  511.36  264.48 -0.46  0.37  5355
2015/12/ 7 16:35:16.4   26.70  20000000 IPM   20000001  552.74  274.23 -0.84 -0.12  5356
2015/12/ 7 16:35:16.4   26.70  20000000 MYKOM 20000001  930.48  291.29 -1.89 -0.08  5357
2015/12/ 7 12:52:22.6    0.00  20000000 NTU   20000001  454.77  258.05  0.42  0.31  5358
2015/12/ 7 12:52:22.6    0.00  20000000 IPM   20000001  466.00  198.64 -0.04  0.21  5359
2015/12/ 7 12:52:22.6    0.00  20000000 MYKOM 20000001  484.65  252.87 -0.39 -0.36  5360
2015/12/ 7 12:52:22.6    0.00  20000000 KULM  20000001  542.36  191.40 -0.55 -0.19  5361
2015/12/ 1 14:46:46.3   62.60  20000000 IPM   20000001  327.59  243.37  0.01  0.04  5362
2015/12/ 1 14:46:46.3   62.60  20000000 KULM  20000001  345.07  226.66 -0.13 -0.02  5363
2015/12/ 1 14:46:46.3   62.60  20000000 NTU   20000001  622.40  288.74 -0.54  0.14  5364
2015/12/ 1 14:46:46.3   62.60  20000000 MYKOM 20000001  626.11  283.98 -1.00 -0.27  5365
2015/12/ 1 14:46:46.3   62.60  20000000 BTDF  20000001  631.38  288.38 -0.66  0.08  5366
2015/12/ 1 14:46:46.3   62.60  20000000 BESC  20000001  640.30  288.31 -0.77  0.04  5367
2015/11/25 13:05:14.3   15.80  20000000 IPM   20000001  492.73  208.24 -0.73  0.01  5368
2015/11/25 13:05:14.3   15.80  20000000 NTU   20000001  536.34  260.70 -0.00  0.30  5369
2015/11/25 13:05:14.3   15.80  20000000 BTDF  20000001  546.09  260.78 -0.20  0.08  5370
2015/11/25 13:05:14.3   15.80  20000000 BESC  20000001  554.38  261.14 -0.20  0.06  5371
2015/11/25 13:05:14.3   15.80  20000000 KULM  20000001  558.00  200.05 -0.65 -0.01  5372
2015/11/25 13:05:14.3   15.80  20000000 KAPK  20000001  557.71  261.71 -0.60 -0.35  5373
2015/11/25 13:05:14.3   15.80  20000000 MYKOM 20000001  563.99  256.12 -0.37 -0.09  5374
2015/11/ 8 09:35:15.9    0.00  20000000 NTU   20000001  367.59  288.74  0.34 -0.08  5375
2015/11/ 8 09:35:15.9    0.00  20000000 BTDF  20000001  376.58  288.15  0.17 -0.23  5376
2015/11/ 8 09:35:15.9    0.00  20000000 BESC  20000001  385.51  288.04  0.81  0.44  5377
2015/11/ 8 09:35:15.9    0.00  20000000 KAPK  20000001  391.01  288.55  0.29 -0.06  5378
2015/11/ 4 08:12: 6.7    0.00  20000000 BTDF  20000001  657.43  259.94  0.29 -0.04  5379
2015/11/ 4 08:12: 6.7    0.00  20000000 BESC  20000001  665.67  260.25  0.29 -0.06  5380
2015/11/ 4 08:12: 6.7    0.00  20000000 KAPK  20000001  668.90  260.74  0.89  0.54  5381
2015/11/ 4 08:12: 6.7    0.00  20000000 MYKOM 20000001  675.66  256.07  0.06 -0.25  5382
2015/10/26 10:09: 5.3    0.00  20000000 IPM   20000001  798.58  214.22 -0.69 -0.35  5383
2015/10/26 10:09: 5.3    0.00  20000000 BTDF  20000001  817.52  247.49 -0.00  0.10  5384
2015/10/26 10:09: 5.3    0.00  20000000 MYKOM 20000001  844.69  244.71 -0.35 -0.04  5385
2015/10/26 10:09: 5.3    0.00  20000000 KULM  20000001  853.81  208.47 -0.48  0.26  5386
2015/10/ 8 13:56: 6.1    0.00  20000000 KULM  20000001  493.04  265.46  0.03  0.03  5387
2015/10/ 8 13:56: 6.1    0.00  20000000 IPM   20000001  536.14  275.45 -0.32 -0.36  5388
2015/10/ 8 13:56: 6.1    0.00  20000000 MYKOM 20000001  917.94  292.28 -0.19  0.51  5389
2015/10/ 8 13:56: 6.1    0.00  20000000 NTU   20000001  921.23  295.51 -0.60  0.11  5390
2015/10/ 8 13:56: 6.1    0.00  20000000 BTDF  20000001  929.67  295.20 -0.65  0.11  5391
2015/10/ 6 08:44:15.8   37.30  20000000 NTU   20000001  533.60  250.29  0.05  0.10  5392
2015/10/ 6 08:44:15.8   37.30  20000000 IPM   20000001  566.42  201.36 -0.06  0.35  5393
2015/10/ 6 08:44:15.8   37.30  20000000 MYKOM 20000001  568.55  246.30 -0.41 -0.20  5394
2015/10/ 6 08:44:15.8   37.30  20000000 KULM  20000001  639.16  194.91 -1.43 -0.60  5395
2015/ 8/ 6 10:08:59.6   41.40  20000000 IPM   20000001  397.03  207.76  0.23  0.46  5396
2015/ 8/ 6 10:08:59.6   41.40  20000000 KULM  20000001  464.05  197.97 -1.08 -0.78  5397
2015/ 8/ 6 10:08:59.6   41.40  20000000 NTU   20000001  481.05  269.52 -0.20 -0.23  5398
2015/ 8/ 6 10:08:59.6   41.40  20000000 MYKOM 20000001  502.02  263.98  0.22  0.20  5399
2015/ 6/17 07:43: 0.9   66.80  20000000 IPM   20000001  361.76  212.31  0.13  0.26  5400
2015/ 6/17 07:43: 0.9   66.80  20000000 KULM  20000001  423.86  200.95 -0.54 -0.32  5401
2015/ 6/17 07:43: 0.9   66.80  20000000 NTU   20000001  491.23  274.84  0.11  0.06  5402
2015/ 6/17 07:43: 0.9   66.80  20000000 BTDF  20000001  500.88  274.65 -0.09 -0.09  5403
2015/ 6/17 07:43: 0.9   66.80  20000000 MYKOM 20000001  507.75  269.19  0.07  0.15  5404
2015/ 6/17 07:43: 0.9   66.80  20000000 BESC  20000001  509.74  274.80 -0.18 -0.12  5405
2015/ 6/12 19:54: 6.8    0.00  20000000 NTU   20000001  536.16  213.40 -0.70 -0.43  5406
2015/ 6/12 19:54: 6.8    0.00  20000000 BTDF  20000001  542.24  214.22 -0.74 -0.49  5407
2015/ 6/12 19:54: 6.8    0.00  20000000 KAPK  20000001  543.75  215.76  0.10  0.33  5408
2015/ 6/12 19:54: 6.8    0.00  20000000 BESC  20000001  545.49  215.10 -0.12  0.12  5409
2015/ 6/12 19:54: 6.8    0.00  20000000 MYKOM 20000001  586.87  212.29 -0.16  0.01  5410
2015/ 5/21 13:48: 3.9    0.00  20000000 IPM   20000001  541.69  237.58 -0.79 -0.74  5411
2015/ 5/21 13:48: 3.9    0.00  20000000 KULM  20000001  563.17  227.50 -0.03  0.05  5412
2015/ 5/21 13:48: 3.9    0.00  20000000 NTU   20000001  756.18  274.30 -0.04 -0.40  5413
2015/ 5/21 13:48: 3.9    0.00  20000000 BTDF  20000001  765.84  274.18 -0.23 -0.55  5414
2015/ 5/21 13:48: 3.9    0.00  20000000 MYKOM 20000001  772.25  270.59  0.06 -0.18  5415
2015/ 5/15 20:26:55.6    0.00  20000000 BTDF  20000001  469.63  204.10 -0.31 -0.04  5416
2015/ 5/15 20:26:55.6    0.00  20000000 MYKOM 20000001  516.83  202.81 -0.43 -0.04  5417
2015/ 5/15 20:26:55.6    0.00  20000000 IPM   20000001  783.83  171.66 -0.14  0.29  5418
2015/ 5/15 20:26:55.6    0.00  20000000 KULM  20000001  879.50  169.82 -1.66 -0.64  5419
2015/ 5/ 8 03:11:55.7    0.00  20000000 IPM   20000001  683.35  228.42  0.10 -0.03  5420
2015/ 5/ 8 03:11:55.7    0.00  20000000 KULM  20000001  718.04  220.80 -0.28 -0.37  5421
2015/ 5/ 8 03:11:55.7    0.00  20000000 NTU   20000001  814.80  262.53 -0.06 -0.09  5422
2015/ 5/ 8 03:11:55.7    0.00  20000000 BTDF  20000001  824.57  262.56 -0.27 -0.25  5423
2015/ 5/ 8 03:11:55.7    0.00  20000000 BESC  20000001  832.97  262.78 -0.30 -0.23  5424
2015/ 5/ 8 03:11:55.7    0.00  20000000 MYKOM 20000001  840.42  259.40  0.50  0.65  5425
2015/ 3/27 20:25:14.2    0.00  20000000 KULM  20000001  500.95  265.43  0.05  0.04  5426
2015/ 3/27 20:25:14.2    0.00  20000000 IPM   20000001  543.90  275.28  0.03 -0.08  5427
2015/ 3/27 20:25:14.2    0.00  20000000 BESC  20000001  945.23  294.84 -1.67 -0.86  5428
2015/ 3/21 14:53:60.0   18.90  20000000 IPM   20000001  467.06  223.68 -0.49  0.17  5429
2015/ 3/21 14:53:60.0   18.90  20000000 KULM  20000001  511.69  213.27 -0.74  0.02  5430
2015/ 3/21 14:53:60.0   18.90  20000000 BTDF  20000001  628.79  270.78  0.15  0.33  5431
2015/ 3/21 14:53:60.0   18.90  20000000 MYKOM 20000001  638.38  266.48 -0.58 -0.39  5432
2015/ 3/13 00:54:54.3    0.10  20000000 IPM   20000001  510.38  209.25 -0.38 -0.03  5433
2015/ 3/13 00:54:54.3    0.10  20000000 NTU   20000001  554.24  259.83  0.32  0.22  5434
2015/ 3/13 00:54:54.3    0.10  20000000 BTDF  20000001  563.98  259.92  0.13  0.00  5435
2015/ 3/13 00:54:54.3    0.10  20000000 KULM  20000001  574.23  201.19 -0.12  0.13  5436
2015/ 3/13 00:54:54.3    0.10  20000000 BESC  20000001  572.22  260.28  0.13 -0.02  5437
2015/ 3/13 00:54:54.3    0.10  20000000 MYKOM 20000001  582.49  255.43 -0.12 -0.25  5438
2015/ 3/ 5 00:07: 3.5   26.30  20000000 IPM   20000001  742.27  224.93 -0.64  0.20  5439
2015/ 3/ 5 00:07: 3.5   26.30  20000000 KULM  20000001  781.99  218.07 -1.27 -0.11  5440
2015/ 3/ 5 00:07: 3.5   26.30  20000000 BTDF  20000001  849.57  257.87 -1.51 -0.34  5441
2015/ 3/ 5 00:07: 3.5   26.30  20000000 MYKOM 20000001  869.07  254.90 -1.00  0.33  5442
2015/ 3/ 2 23:48:38.8   49.10  20000000 KULM  20000001  499.23  266.62  0.54  0.52  5443
2015/ 3/ 2 23:48:38.8   49.10  20000000 IPM   20000001  543.97  276.38  0.05  0.00  5444
2015/ 3/ 2 23:48:38.8   49.10  20000000 MYKOM 20000001  927.99  292.66 -1.99  0.22  5445
2015/ 3/ 2 23:48:38.8   49.10  20000000 NTU   20000001  931.62  295.86 -2.46 -0.22  5446
2015/ 3/ 2 14:20: 1.6   80.20  20000000 KULM  20000001  477.28  264.13 -0.50  0.12  5447
2015/ 3/ 2 14:20: 1.6   80.20  20000000 IPM   20000001  518.61  274.55 -1.11 -0.26  5448
2015/ 3/ 2 14:20: 1.6   80.20  20000000 MYKOM 20000001  898.71  292.11 -2.94  0.44  5449
2015/ 3/ 2 10:33:13.4    0.00  20000000 KULM  20000001  499.77  264.25 -0.12 -0.16  5450
2015/ 3/ 2 10:33:13.4    0.00  20000000 IPM   20000001  540.95  274.23 -0.20 -0.32  5451
2015/ 3/ 2 10:33:13.4    0.00  20000000 MYKOM 20000001  919.18  291.51 -0.64  0.00  5452
2015/ 3/ 2 10:33:13.4    0.00  20000000 BTDF  20000001  930.28  294.44 -0.02  0.67  5453
2015/ 1/27 00:53: 6.4    0.00  20000000 IPM   20000001  654.56  231.17  0.42  0.31  5454
2015/ 1/27 00:53: 6.4    0.00  20000000 KULM  20000001  685.12  223.07  0.04 -0.03  5455
2015/ 1/27 00:53: 6.4    0.00  20000000 NTU   20000001  809.10  265.53  0.54  0.48  5456
2015/ 1/27 00:53: 6.4    0.00  20000000 BESC  20000001  827.42  265.72 -0.52 -0.48  5457
2014/11/24 15:30:12.0    0.00  20000000 KULM  20000001  518.94  240.20 -0.12 -0.07  5458
2014/11/24 15:30:12.0    0.00  20000000 IPM   20000001  520.26  251.17  0.14  0.12  5459
2014/11/24 15:30:12.0    0.00  20000000 MYKOM 20000001  818.01  279.15  0.08  0.07  5460
2014/11/24 15:30:12.0    0.00  20000000 BTDF  20000001  818.81  282.55  0.14  0.10  5461
2014/11/16 11:06: 1.2   26.00  20000000 IPM   20000001  559.94  229.18 -0.81  0.03  5462
2014/11/16 11:06: 1.2   26.00  20000000 KULM  20000001  594.77  219.93 -1.53 -0.67  5463
2014/11/16 11:06: 1.2   26.00  20000000 NTU   20000001  720.61  268.51 -0.29  0.14  5464
2014/11/16 11:06: 1.2   26.00  20000000 MYKOM 20000001  741.62  264.78 -0.07  0.50  5465
2014/10/30 00:02:25.9   70.10  20000000 IPM   20000001  459.84  231.68  0.22  0.33  5466
2014/10/30 00:02:25.9   70.10  20000000 KULM  20000001  492.34  220.36 -0.58 -0.17  5467
2014/10/30 00:02:25.9   70.10  20000000 NTU   20000001  660.26  275.38 -0.89  0.36  5468
2014/10/30 00:02:25.9   70.10  20000000 BTDF  20000001  669.89  275.24 -1.09  0.22  5469
2014/10/30 00:02:25.9   70.10  20000000 MYKOM 20000001  675.65  271.13 -1.80 -0.42  5470
2014/10/30 00:02:25.9   70.10  20000000 BESC  20000001  678.77  275.34 -1.19  0.18  5471
2014/10/30 00:02:25.9   70.10  20000000 KAPK  20000001  683.36  275.73 -1.76 -0.36  5472
2014/10/27 00:02:41.8    0.00  20000000 KULM  20000001  302.38  272.19  0.67  0.01  5473
2014/10/27 00:02:41.8    0.00  20000000 IPM   20000001  358.83  286.44  0.44 -0.02  5474
2014/10/27 00:02:41.8    0.00  20000000 MYKOM 20000001  770.67  301.17  0.28  0.16  5475
2014/10/27 00:02:41.8    0.00  20000000 NTU   20000001  782.09  304.92 -0.13 -0.20  5476
2014/10/27 00:02:41.8    0.00  20000000 BTDF  20000001  789.62  304.46 -0.06 -0.09  5477
2014/10/27 00:02:41.8    0.00  20000000 BESC  20000001  797.97  304.22 -0.09 -0.07  5478
2014/10/27 00:02:41.8    0.00  20000000 KAPK  20000001  804.23  304.35  0.15  0.20  5479
2014/10/17 09:37:38.6    0.00  20000000 IPM   20000001  499.23  214.40 -0.28  0.02  5480
2014/10/17 09:37:38.6    0.00  20000000 KULM  20000001  556.51  205.57 -0.27  0.00  5481
2014/10/17 09:37:38.6    0.00  20000000 NTU   20000001  581.90  263.63 -0.36 -0.53  5482
2014/10/17 09:37:38.6    0.00  20000000 BTDF  20000001  591.68  263.66  0.43  0.24  5483
2014/10/17 09:37:38.6    0.00  20000000 BESC  20000001  600.13  263.94  0.41  0.20  5484
2014/10/17 09:37:38.6    0.00  20000000 KAPK  20000001  603.72  264.46 -0.03 -0.25  5485
2014/10/17 09:37:38.6    0.00  20000000 MYKOM 20000001  607.17  259.26  0.55  0.37  5486
2014/10/16 00:56:33.9   71.00  20000000 IPM   20000001  554.84  228.74 -0.78 -0.01  5487
2014/10/16 00:56:33.9   71.00  20000000 KULM  20000001  590.43  219.44 -1.06  0.03  5488
2014/10/16 00:56:33.9   71.00  20000000 NTU   20000001  713.94  268.51 -2.24 -0.65  5489
2014/10/16 00:56:33.9   71.00  20000000 BTDF  20000001  723.71  268.46 -0.78  0.88  5490
2014/10/16 00:56:33.9   71.00  20000000 MYKOM 20000001  734.97  264.75 -2.01 -0.24  5491
2014/10/ 5 12:05:11.8   67.00  20000000 IPM   20000001  490.81  211.56  0.45  0.69  5492
2014/10/ 5 12:05:11.8   67.00  20000000 KULM  20000001  551.92  202.93 -1.33 -0.61  5493
2014/10/ 5 12:05:11.8   67.00  20000000 NTU   20000001  557.59  262.70 -1.02 -0.63  5494
2014/10/ 5 12:05:11.8   67.00  20000000 BTDF  20000001  567.37  262.74 -0.11  0.34  5495
2014/10/ 5 12:05:11.8   67.00  20000000 MYKOM 20000001  583.66  258.19 -0.33  0.27  5496
2014/ 9/14 04:52:53.9   15.00  20000000 IPM   20000001  335.62  234.34 -0.01 -0.00  5497
2014/ 9/14 04:52:53.9   15.00  20000000 KULM  20000001  367.29  218.94 -0.20  0.00  5498
2014/ 9/14 04:52:53.9   15.00  20000000 NTU   20000001  588.88  284.88 -0.24 -0.07  5499
2014/ 9/14 04:52:53.9   15.00  20000000 BTDF  20000001  598.10  284.57 -0.05  0.10  5500
2014/ 9/14 04:52:53.9   15.00  20000000 BESC  20000001  607.06  284.55 -0.16 -0.03  5501
2014/ 9/10 17:46:15.2   17.50  20000000 NTU   20000001  428.87  236.20 -0.31  0.12  5502
2014/ 9/10 17:46:15.2   17.50  20000000 BESC  20000001  443.66  237.67 -0.19  0.28  5503
2014/ 9/10 17:46:15.2   17.50  20000000 MYKOM 20000001  472.04  232.54 -0.82 -0.20  5504
2014/ 9/10 17:46:15.2   17.50  20000000 IPM   20000001  589.29  185.90 -1.23 -0.50  5505
2014/ 9/10 17:46:15.2   17.50  20000000 KULM  20000001  676.56  181.60 -0.91 -0.27  5506
2014/ 8/ 4 12:09:41.1    3.50  20000000 IPM   20000001  563.37  210.10 -0.30  0.00  5507
2014/ 8/ 4 12:09:41.1    3.50  20000000 NTU   20000001  595.45  256.42 -0.19 -0.29  5508
2014/ 8/ 4 12:09:41.1    3.50  20000000 BTDF  20000001  605.12  256.56 -0.38 -0.50  5509
2014/ 8/ 4 12:09:41.1    3.50  20000000 BESC  20000001  613.13  256.94 -0.35 -0.49  5510
2014/ 8/ 4 12:09:41.1    3.50  20000000 KAPK  20000001  616.03  257.48  0.30  0.15  5511
2014/ 8/ 4 12:09:41.1    3.50  20000000 KULM  20000001  625.63  202.63  0.11  0.37  5512
2014/ 8/ 4 12:09:41.1    3.50  20000000 MYKOM 20000001  626.07  252.48  0.07 -0.05  5513
2014/ 8/ 1 03:10: 9.4   56.40  20000000 KULM  20000001  453.90  259.14  0.25  0.25  5514
2014/ 8/ 1 03:10: 9.4   56.40  20000000 IPM   20000001  487.95  270.53 -0.25 -0.27  5515
2014/ 8/ 1 03:10: 9.4   56.40  20000000 MYKOM 20000001  858.23  290.59 -1.92  0.12  5516
2014/ 8/ 1 03:10: 9.4   56.40  20000000 NTU   20000001  860.05  294.06 -2.16 -0.11  5517
2014/ 7/26 17:09: 6.2   57.70  20000000 IPM   20000001  546.24  211.22 -0.30 -0.01  5518
2014/ 7/26 17:09: 6.2   57.70  20000000 NTU   20000001  591.57  258.33 -0.58 -0.35  5519
2014/ 7/26 17:09: 6.2   57.70  20000000 BTDF  20000001  601.28  258.44 -0.80 -0.50  5520
2014/ 7/26 17:09: 6.2   57.70  20000000 KULM  20000001  607.22  203.41 -0.93 -0.21  5521
2014/ 7/26 17:09: 6.2   57.70  20000000 KAPK  20000001  612.51  259.33 -0.18  0.19  5522
2014/ 7/26 17:09: 6.2   57.70  20000000 MYKOM 20000001  620.81  254.27  0.27  0.74  5523
2014/ 7/13 15:07: 1.0   20.00  20000000 BTDF  20000001  567.18  226.54 -0.07  0.54  5524
2014/ 7/13 15:07: 1.0   20.00  20000000 MYKOM 20000001  606.92  223.82 -0.92 -0.35  5525
2014/ 7/13 15:07: 1.0   20.00  20000000 IPM   20000001  744.75  188.18 -0.88 -0.04  5526
2014/ 7/13 15:07: 1.0   20.00  20000000 KULM  20000001  829.78  184.44 -1.34  0.04  5527
2014/ 7/11 17:26:40.5    0.00  20000000 IPM   20000001  521.36  213.09  0.69  0.99  5528
2014/ 7/11 17:26:40.5    0.00  20000000 KULM  20000001  580.14  204.74 -1.06 -0.83  5529
2014/ 7/11 17:26:40.5    0.00  20000000 NTU   20000001  587.71  261.25  0.03 -0.15  5530
2014/ 7/11 17:26:40.5    0.00  20000000 BTDF  20000001  597.47  261.32  0.19 -0.01  5531
